content,label,clean_text,label_num
"NEW YORK (Reuters) - U.S. securities regulators may file  suit against Morningstar Inc., a provider of mutual fund and  stock research, over incorrect data it published about a mutual  fund, the company said on Friday.",Business,"['new', 'york', 'reuter', 'secur', 'regul', 'file', 'suit', 'morningstar', 'provid', 'mutual', 'fund', 'stock', 'research', 'incorrect', 'data', 'publish', 'mutual', 'fund', 'compani', 'friday']",0
Physicians in a northwest Maryland county plan to halt non-emergency surgeries for at least two weeks to protest a 33 percent increase in malpractice insurance premiums.,Business,"['physician', 'northwest', 'maryland', 'counti', 'plan', 'halt', 'non-emerg', 'surgeri', 'week', 'protest', 'percent', 'increas', 'malpractic', 'insur', 'premium']",0
"US stocks got a mild boost on Friday as government data showed better-than-expected demand in August for durable goods other than transportation equipment, but climbing oil prices limited gains.",Business,"['stock', 'got', 'mild', 'boost', 'friday', 'govern', 'data', 'better-than-expect', 'demand', 'august', 'durabl', 'good', 'transport', 'equip', 'climb', 'oil', 'price', 'limit', 'gain']",0
Cranberry juice rivals Ocean Spray and Northland have ended their legal battle and agreed to join forces. The companies said Friday that Ocean Spray will take over its smaller rival #39;s,Business,"['cranberri', 'juic', 'rival', 'ocean', 'spray', 'northland', 'end', 'legal', 'battl', 'agre', 'join', 'forc', 'compani', 'friday', 'ocean', 'spray', 'smaller', 'rival']",0
"Looking to expand its fruit receiving and concentrating operations in the nation #39;s largest cranberry-producing state, Ocean Spray Cranberries Inc.",Business,"['look', 'expand', 'fruit', 'receiv', 'concentr', 'oper', 'nation', 'largest', 'cranberry-produc', 'state', 'ocean', 'spray', 'cranberri']",0
Concern over the fate of former Computer Associates International chairman and CEO Sanjay Kumar accompanied the collective sigh of relief felt by CA partners last week when federal prosecutors settled a two-year-old accounting fraud investigation with the,Business,"['concern', 'fate', 'comput', 'associ', 'intern', 'chairman', 'ceo', 'sanjay', 'kumar', 'accompani', 'collect', 'sigh', 'relief', 'felt', 'ca', 'partner', 'week', 'feder', 'prosecutor', 'settl', 'two-year-old', 'account', 'fraud', 'investig']",0
"SAN DIEGO - In the wake of another downgrading of San Diego #39;s credit rating, Mayor Dick Murphy today reassured the public that the city is fiscally sound.",Business,"['san', 'diego', 'wake', 'anoth', 'downgrad', 'san', 'diego', 'credit', 'rate', 'mayor', 'dick', 'murphi', 'today', 'reassur', 'public', 'citi', 'fiscal', 'sound']",0
President Vladimir V. Putin said on Friday that state-run companies might bid for assets of Yukos in any sale to collect back taxes.,Business,"['presid', 'vladimir', 'v', 'putin', 'friday', 'state-run', 'compani', 'bid', 'asset', 'yuko', 'ani', 'sale', 'collect', 'tax']",0
"US Airways' 28,000 employees waited last night for the airline to file a petition with the judge in its bankruptcy proceeding, seeking to void existing labor contracts and impose a 23 percent pay cut on workers.",Business,"['airway', 'employe', 'wait', 'night', 'airlin', 'file', 'petit', 'judg', 'bankruptci', 'proceed', 'seek', 'void', 'exist', 'labor', 'contract', 'impos', 'percent', 'pay', 'cut', 'worker']",0
Oil futures hit a record high Friday as the government began lending oil from emergency reserves to refineries running low on crude after Hurricane Ivan.,Business,"['oil', 'futur', 'hit', 'record', 'high', 'friday', 'govern', 'began', 'lend', 'oil', 'emerg', 'reserv', 'refineri', 'run', 'low', 'crude', 'hurrican', 'ivan']",0
The fallout from allegations of serious accounting problems at Fannie Mae has rattled investors and could even bump up mortgage rates down the road.,Business,"['fallout', 'alleg', 'account', 'problem', 'fanni', 'mae', 'rattl', 'investor', 'bump', 'mortgag', 'rate', 'road']",0
S Airways said yesterday that it would ask a bankruptcy judge to approve emergency pay cuts - which its unions said would be 23 percent - and other moves to raise cash.,Business,"['airway', 'yesterday', 'ask', 'bankruptci', 'judg', 'approv', 'emerg', 'pay', 'cut', 'union', 'percent', 'rais', 'cash']",0
"NEW YORK, Sept 23 (AFP) - Oil prices edged closer to record territory Thursday as markets shrugged off news that the US government may draw from its strategic reserves to make up for shortages due to Hurricane Ivan.",Business,"['new', 'york', 'sept', 'oil', 'price', 'edg', 'closer', 'record', 'territori', 'thursday', 'market', 'shrug', 'news', 'govern', 'draw', 'strateg', 'reserv', 'make', 'shortag', 'hurrican', 'ivan']",0
"Russian President Vladimir Putin said state-run companies may bid for OAO Yukos Oil Co. assets in any sale to collect back taxes, raising the prospect of further government control over the nation #39;s oil and gas industry.",Business,"['russian', 'presid', 'vladimir', 'putin', 'state-run', 'compani', 'bid', 'oao', 'yuko', 'oil', 'asset', 'ani', 'sale', 'collect', 'tax', 'rais', 'prospect', 'govern', 'control', 'nation', 'oil', 'gas', 'industri']",0
"The Senate is expected to vote on the overall \$3.3 billion spending plan for the state Department of Transportation, which supports state and local highway programs, public transportation programs and department administration (House Bill 5528).",Business,"['senat', 'expect', 'vote', 'overal', 'billion', 'spend', 'plan', 'state', 'depart', 'transport', 'support', 'state', 'local', 'highway', 'program', 'public', 'transport', 'program', 'depart', 'administr', 'hous']",0
A strike by hundreds of baggage handlers and maintenance workers at Gatwick Airport failed to disrupt flights today. The workers mounted picket lines outside,Business,"['strike', 'hundr', 'baggag', 'handler', 'mainten', 'worker', 'gatwick', 'airport', 'fail', 'disrupt', 'flight', 'today', 'worker', 'mount', 'picket', 'line', 'outsid']",0
The benchmark two-year US Treasury note had its biggest weekly decline in a month on speculation the Federal Reserve will follow up this week #39;s interest-rate increase with at least one more this year.,Business,"['benchmark', 'two-year', 'treasuri', 'note', 'biggest', 'week', 'declin', 'month', 'specul', 'feder', 'reserv', 'follow', 'week', 'interest-r', 'increas', 'year']",0
"Boeing has received downpayments for up to 200 of its new 7E7 planes in addition to the known 52 orders it has gained, Chief Executive Harry Stonecipher said in an interview published on Thursday.",Business,"['boe', 'receiv', 'downpay', 'new', 'e', 'plane', 'addit', 'known', 'order', 'gain', 'chief', 'execut', 'harri', 'stoneciph', 'interview', 'publish', 'thursday']",0
BERLIN: Boeing Co. Chief Executive Harry Stonecipher has said the US aircraft makers archrival Airbus was exaggerating the speed of recovery in the commercial airplane market.,Business,"['berlin', 'boe', 'chief', 'execut', 'harri', 'stoneciph', 'aircraft', 'maker', 'archriv', 'airbus', 'exagger', 'speed', 'recoveri', 'commerci', 'airplan', 'market']",0
"Troubled carrier US Airways has asked a US bankruptcy court to impose big wage and cost cuts, warning that otherwise it might fail to survive.",Business,"['troubl', 'carrier', 'airway', 'ask', 'bankruptci', 'court', 'impos', 'big', 'wage', 'cost', 'cut', 'warn', 'otherwis', 'fail', 'surviv']",0
Gordon Brown says the UK will write off its share of debts owed by the world's poorest countries to the World Bank.,Business,"['gordon', 'brown', 'uk', 'write', 'share', 'debt', 'owe', 'world', 'poorest', 'countri', 'world', 'bank']",0
COLES Myer Ltd chief executive Mr John Fletcher yesterday said he was interested in branching out from the retail business into financial planning services for the groups customers.,Business,"['cole', 'myer', 'chief', 'execut', 'mr', 'john', 'fletcher', 'yesterday', 'branch', 'retail', 'busi', 'financi', 'plan', 'servic', 'group', 'custom']",0
"Bill Gates, the founder of Microsoft, still remains the richest person in the USA, according to Forbes Magazine. Gates has been keeping the first place for already 11 year in a raw among the richest Americans.",Business,"['gate', 'founder', 'microsoft', 'remain', 'richest', 'person', 'usa', 'accord', 'forb', 'magazin', 'gate', 'place', 'alreadi', 'year', 'raw', 'richest', 'american']",0
No ticket matched all four numbers and the MegaBall in Friday #39;s Mega Money drawing of the Florida Lottery. The numbers drawn were 10-18-19-22; the Megaball was 6. Twelve tickets matched four of the numbers,Business,"['ticket', 'match', 'number', 'megabal', 'friday', 'mega', 'money', 'draw', 'florida', 'lotteri', 'number', 'drawn', '--', 'megabal', 'twelv', 'ticket', 'match', 'number']",0
"Tokyo stocks shed more than 1 percent Friday, extending declines to a sixth straight session driven by Wall Street #39;s weakness and worries that higher oil prices may crimp corporate profits.",Business,"['tokyo', 'stock', 'shed', 'percent', 'friday', 'extend', 'declin', 'sixth', 'straight', 'session', 'driven', 'wall', 'street', 'weak', 'worri', 'higher', 'oil', 'price', 'crimp', 'corpor', 'profit']",0
"Crude oil prices neared their all-time record high of \$49.40 US as supply fears in Iraq and other key producers pushed up early trade Monday, while the market took stock of hurricane Ivan #39;s impact on oil rigs in the Gulf of Mexico.",Business,"['crude', 'oil', 'price', 'near', 'all-tim', 'record', 'high', 'suppli', 'fear', 'iraq', 'key', 'produc', 'push', 'earli', 'trade', 'monday', 'market', 'took', 'stock', 'hurrican', 'ivan', 'impact', 'oil', 'rig', 'gulf', 'mexico']",0
That is the one-word message of advice that citizens wanted to send to members of Congress at the end of last week. Both the House of Representatives and the Senate looked as if they are having trouble seizing,Business,"['one-word', 'messag', 'advic', 'citizen', 'want', 'send', 'member', 'congress', 'end', 'week', 'hous', 'repres', 'senat', 'look', 'troubl', 'seiz']",0
"SINGAPORE (Dow Jones)--Singapore #39;s industrial output rose a smaller-than-expected 5.3 on year in August, as the production of pharmaceuticals fell sharply from a high base a year ago.",Business,"['singapor', 'dow', 'jone', 'singapor', 'industri', 'output', 'rose', 'smaller-than-expect', 'year', 'august', 'product', 'pharmaceut', 'fell', 'sharpli', 'high', 'base', 'year', 'ago']",0
"Adobe has updated Photoshop #39;s support for digital cameras #39; RAW image formats. The new plug-in adds to the number of camera models supported and includes a utility for converting images into the DNG, digital negative format.",Business,"['adob', 'updat', 'photoshop', 'support', 'digit', 'camera', 'raw', 'imag', 'format', 'new', 'plug-in', 'add', 'number', 'camera', 'model', 'support', 'includ', 'util', 'convert', 'imag', 'dng', 'digit', 'negat', 'format']",0
MILLIONS of pounds are likely to be wiped off profits at the Caribbean arm of furniture retailer Courts following the devastating impact of Hurricane Ivan.,Business,"['million', 'pound', 'like', 'wipe', 'profit', 'caribbean', 'arm', 'furnitur', 'retail', 'court', 'follow', 'devast', 'impact', 'hurrican', 'ivan']",0
"Finance Minister P Chidambaram will lead a high-level delegation for the annual IMF-World Bank meeting in Washington from October 1, where New Delhi would press for higher aid flows for infrastructure and social development.",Business,"['financ', 'minist', 'p', 'chidambaram', 'lead', 'high-level', 'deleg', 'annual', 'imf-world', 'bank', 'meet', 'washington', 'octob', 'new', 'delhi', 'press', 'higher', 'aid', 'flow', 'infrastructur', 'social', 'develop']",0
"Walgreen Co., the largest US drugstore chain, said fourth-quarter profit rose 18 percent, helped by sales of prescription drugs. Net income had its biggest gain in almost two years, climbing",Business,"['walgreen', 'largest', 'drugstor', 'chain', 'fourth-quart', 'profit', 'rose', 'percent', 'help', 'sale', 'prescript', 'drug', 'net', 'incom', 'biggest', 'gain', 'year', 'climb']",0
"Shares of ESS Technology (ESST.O: Quote, Profile, Research) , a maker of computer chips for DVD equipment, fell 4.4 percent in premarket trading on Monday after the company lowered its third-quarter revenue and earnings",Business,"['share', 'ess', 'technolog', 'esst', 'o', 'quot', 'profil', 'research', 'maker', 'comput', 'chip', 'dvd', 'equip', 'fell', 'percent', 'premarket', 'trade', 'monday', 'compani', 'lower', 'third-quart', 'revenu', 'earn']",0
NEW YORK (CBS.MW) -- Comcast said Monday that it has an option to cut its stake in Time Warner Cable to 17 percent from 21 percent in exchange for stock in a unit that will hold cable-television systems and cash.,Business,"['new', 'york', 'cbs.mw', 'comcast', 'monday', 'option', 'cut', 'stake', 'time', 'warner', 'cabl', 'percent', 'percent', 'exchang', 'stock', 'unit', 'hold', 'cable-televis', 'cash']",0
The auto maintenance company has a simple business but a complicated prognosis.,Business,"['auto', 'mainten', 'compani', 'simpl', 'busi', 'complic', 'prognosi']",0
"Microsoft attorney Brad Smith, said:  quot;We will certainly be prepared to comply with the court #39;s order whatever it may be. We have invested a tremendous amount of time and energy and spent millions",Business,"['microsoft', 'attorney', 'brad', 'smith', 'quot', 'certain', 'prepar', 'compli', 'court', 'order', 'whatev', 'invest', 'tremend', 'time', 'energi', 'spent', 'million']",0
CHICAGO (CBS.MW) -- Shares of Tommy Hilfiger Corp. tumbled Monday after the company disclosed that a grand jury was looking into the buying-office commissions the retailer pays to a non-US subsidiary.,Business,"['chicago', 'cbs.mw', 'share', 'tommi', 'hilfig', 'corp', 'tumbl', 'monday', 'compani', 'disclos', 'grand', 'juri', 'look', 'buying-offic', 'commiss', 'retail', 'pay', 'non-us', 'subsidiari']",0
"NEW YORK (Reuters) - U.S. stocks were knocked lower on  Monday, with the Dow dipping briefly below 10,000, as record  high oil prices threatened to hurt corporate profits and a  brokerage downgrade hit semiconductor shares.",Business,"['new', 'york', 'reuter', 'stock', 'knock', 'lower', 'monday', 'dow', 'dip', 'briefli', 'record', 'high', 'oil', 'price', 'threaten', 'hurt', 'corpor', 'profit', 'brokerag', 'downgrad', 'hit', 'semiconductor', 'share']",0
"Fannie Mae, facing questions about its accounting similar to those that shook up Freddie Mac last year, has agreed to changes that will bring it in compliance with accounting standards.",Business,"['fanni', 'mae', 'face', 'question', 'account', 'similar', 'shook', 'freddi', 'mac', 'year', 'agre', 'chang', 'bring', 'complianc', 'account', 'standard']",0
"ALEXANDRIA, Va. Sept. 27, 2004 - US Airways Group Inc. warned in a bankruptcy court filing that it may have to liquidate by February if a judge does not impose a temporary 23 percent pay cut on its union workers.",Business,"['alexandria', 'va', 'sept', 'airway', 'group', 'warn', 'bankruptci', 'court', 'file', 'liquid', 'februari', 'judg', 'doe', 'impos', 'temporari', 'percent', 'pay', 'cut', 'union', 'worker']",0
"ROUND ROCK, Texas -- Dell Inc. and America Online Inc. announced a partnership Monday to provide 5,000 low-income students with free refurbished personal computers and a year #39;s worth of Internet access.",Business,"['round', 'rock', 'texa', 'dell', 'america', 'onlin', 'announc', 'partnership', 'monday', 'provid', 'low-incom', 'student', 'free', 'refurbish', 'person', 'comput', 'year', 'worth', 'internet', 'access']",0
NEW YORK (Reuters) - Treasury debt prices climbed on Monday  as investors bet oil prices near record highs might dent U.S.  consumption and force the Federal Reserve to slow the pace of  interest rate hikes.,Business,"['new', 'york', 'reuter', 'treasuri', 'debt', 'price', 'climb', 'monday', 'investor', 'bet', 'oil', 'price', 'near', 'record', 'high', 'dent', 'consumpt', 'forc', 'feder', 'reserv', 'slow', 'pace', 'rate', 'hike']",0
"NEW YORK (Reuters) - NYMEX crude oil futures jumped 36  cents in electronic trading on Monday evening to the  psychological \$50 a barrel level, the highest in the 21 years  oil futures have traded on the exchange, as Nigerian rebels  decided an ""all-out"" war against the government starting Oct.  1.",Business,"['new', 'york', 'reuter', 'nymex', 'crude', 'oil', 'futur', 'jump', 'cent', 'electron', 'trade', 'monday', 'psycholog', 'barrel', 'level', 'highest', 'year', 'oil', 'futur', 'trade', 'exchang', 'nigerian', 'rebel', 'decid', 'all-out', 'war', 'govern', 'start', 'oct']",0
Oil prices rose to record highs Monday near \$50 a barrel for US crude as Nigeria emerged as the latest focus for worries about supply in an already tight worldwide energy market.,Business,"['oil', 'price', 'rose', 'record', 'high', 'monday', 'near', 'barrel', 'crude', 'nigeria', 'emerg', 'latest', 'focus', 'worri', 'suppli', 'alreadi', 'tight', 'worldwid', 'energi', 'market']",0
"MONTREAL, Canada : Sky-high oil costs will keep air transport profits in the basement, with losses between three billion and four billion dollars this year, despite a pickup in traffic, the international air trade association said.",Business,"['montreal', 'canada', 'sky-high', 'oil', 'cost', 'air', 'transport', 'profit', 'basement', 'loss', 'billion', 'billion', 'dollar', 'year', 'despit', 'pickup', 'traffic', 'intern', 'air', 'trade', 'associ']",0
"Walgreen Co. (WAG.N: Quote, Profile, Research) , the top US drugstore chain, on Monday said quarterly profit rose 18 percent on strong sales of prescription drugs",Business,"['walgreen', 'wag', 'quot', 'profil', 'research', 'drugstor', 'chain', 'monday', 'quarter', 'profit', 'rose', 'percent', 'strong', 'sale', 'prescript', 'drug']",0
Crude oil futures rose above \$50 a barrel in New York on concern rebel attacks in Nigeria may reduce production while US inventories are near a 29-year low because of disruptions caused by Hurricane Ivan.,Business,"['crude', 'oil', 'futur', 'rose', 'abov', 'barrel', 'new', 'york', 'concern', 'rebel', 'attack', 'nigeria', 'reduc', 'product', 'inventori', 'near', 'year', 'low', 'becaus', 'disrupt', 'caus', 'hurrican', 'ivan']",0
"The blue-chip Dow Jones average closed below 10,000 for the first time in about six weeks on Monday as a spike in oil prices to nearly \$50 a barrel renewed concerns about corporate profits while analysts cutting recommendations hurt",Business,"['blue-chip', 'dow', 'jone', 'averag', 'close', 'time', 'week', 'monday', 'spike', 'oil', 'price', 'near', 'barrel', 'renew', 'concern', 'corpor', 'profit', 'analyst', 'cut', 'recommend', 'hurt']",0
"Vodafone said today it remained keen on purchases in France, eastern Europe and Asia and Africa as it detailed annual cost cuts expected to reach 2.",Business,"['vodafon', 'today', 'remain', 'keen', 'purchas', 'franc', 'eastern', 'europ', 'asia', 'africa', 'annual', 'cost', 'cut', 'expect', 'reach']",0
"SAN FRANCISCO (CBS.MW) -- Fueled by new supply worries in the United States and Nigeria, crude-oil futures made history Monday when the price topped \$50 per barrel late Monday and one analyst said additional disruptions could push prices to \$60 per barrel",Business,"['san', 'francisco', 'cbs.mw', 'fuel', 'new', 'suppli', 'worri', 'unit', 'state', 'nigeria', 'crude-oil', 'futur', 'histori', 'monday', 'price', 'barrel', 'late', 'monday', 'analyst', 'addit', 'disrupt', 'push', 'price', 'barrel']",0
"A former executive who was a participant in the wrongdoing that helped cripple Enron testified on Monday, providing the first glimpse through the eyes of a principal of",Business,"['execut', 'particip', 'wrongdo', 'help', 'crippl', 'enron', 'testifi', 'monday', 'provid', 'glimps', 'eye', 'princip']",0
"Crude oil prices settled at \$49.64 a barrel, up 76 cents as traders expressed concern that recent hurricanes had hurt output in the United States.",Business,"['crude', 'oil', 'price', 'settl', 'barrel', 'cent', 'trader', 'express', 'concern', 'recent', 'hurrican', 'hurt', 'output', 'unit', 'state']",0
Harrah #39;s Entertainment Inc. and Caesars Entertainment Inc. agreed to sell four casino hotels to an affiliate of Colony Capital LLC for about \$1.,Business,"['harrah', 'entertain', 'caesar', 'entertain', 'agre', 'sell', 'casino', 'hotel', 'affili', 'coloni', 'capit', 'llc']",0
"TOKYO (Reuters) - Japan's Nikkei share average fell 0.4  percent to a six-week closing low on Tuesday, marking an  eight-day losing streak, after oil prices topped \$50 a barrel,  fanning concern over the business outlook for Japanese  companies.",Business,"['tokyo', 'reuter', 'japan', 'nikkei', 'share', 'averag', 'fell', 'percent', 'six-week', 'close', 'low', 'tuesday', 'mark', 'eight-day', 'lose', 'streak', 'oil', 'price', 'barrel', 'fan', 'concern', 'busi', 'outlook', 'japanes', 'compani']",0
Banknorth Group Inc.'s biggest investors are voicing concerns about the proposed sale of a controlling stake to Toronto-Dominion Bank .,Business,"['banknorth', 'group', 'biggest', 'investor', 'voic', 'concern', 'propos', 'sale', 'control', 'stake', 'toronto-dominion', 'bank']",0
"Catalyst Fund General Partner I Inc., a disgruntled shareholder of Hollinger Inc., claimed yesterday that the company #39;s independent board members have demanded the resignations of Conrad Black, his wife and other insiders -- a charge disputed by the",Business,"['catalyst', 'fund', 'general', 'partner', 'disgruntl', 'sharehold', 'holling', 'claim', 'yesterday', 'compani', 'independ', 'board', 'member', 'demand', 'resign', 'conrad', 'black', 'wife', 'insid', 'charg', 'disput']",0
Shares of Tommy Hilfiger Corp. plummeted 22 percent yesterday following Friday #39;s announcement that the apparel maker #39;s US division received subpoenas from the US Attorney #39;s Office regarding,Business,"['share', 'tommi', 'hilfig', 'corp', 'plummet', 'percent', 'yesterday', 'follow', 'friday', 'announc', 'apparel', 'maker', 'divis', 'receiv', 'subpoena', 'attorney', 'offic', 'regard']",0
"Citigroup Inc., the world #39;s biggest bank, named Sallie Krawcheck chief financial officer and head of strategy, making her the highest-ranking woman on Wall Street and giving her responsibilities outside the brokerage industry.",Business,"['citigroup', 'world', 'biggest', 'bank', 'salli', 'krawcheck', 'chief', 'financi', 'offic', 'head', 'strategi', 'make', 'highest-rank', 'woman', 'wall', 'street', 'respons', 'outsid', 'brokerag', 'industri']",0
"Richard Branson #39;s Virgin Mobile has forecast substantially higher earnings and margins, but disappointing predictions for service revenue",Business,"['richard', 'branson', 'virgin', 'mobil', 'forecast', 'substanti', 'higher', 'earn', 'margin', 'disappoint', 'predict', 'servic', 'revenu']",0
"Three British bankers will today begin fighting extradition to the US on fraud charges related to Enron Corp., the first test of new British extradition laws.",Business,"['british', 'banker', 'today', 'begin', 'fight', 'extradit', 'fraud', 'charg', 'relat', 'enron', 'corp', 'test', 'new', 'british', 'extradit', 'law']",0
"Reuters - Pepsi Bottling Group Inc. , the\largest bottler of Pepsi drinks, on Tuesday said quarterly\profit rose on volume growth in the United States and Europe.",Business,"['reuter', 'pepsi', 'bottl', 'group', 'largest', 'bottler', 'pepsi', 'drink', 'tuesday', 'quarter', 'profit', 'rose', 'volum', 'growth', 'unit', 'state', 'europ']",0
"NEW YORK (Reuters) - Telecommunications equipment maker  Motorola Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MOT.N target=/stocks/quickinfo/fullquote""&gt;MOT.N&lt;/A&gt; said on Tuesday that it would cut 1,000  jobs and take charges of about \$50 million for severance  benefits as it tries to increase productivity.",Business,"['new', 'york', 'reuter', 'telecommun', 'equip', 'maker', 'motorola', 'mot', 'tuesday', 'cut', 'job', 'charg', 'million', 'sever', 'benefit', 'tri', 'increas', 'product']",0
"PC shipments in the second quarter grew faster than any three-month period since 1999, IDC said Monday, citing the continued pent-up demand for replacement systems as the driving force behind the sales surge.",Business,"['pc', 'shipment', 'second', 'quarter', 'grew', 'faster', 'ani', 'three-month', 'period', 'sinc', 'idc', 'monday', 'cite', 'continu', 'pent-up', 'demand', 'replac', 'drive', 'forc', 'sale', 'surg']",0
"NEW YORK (Reuters) - U.S. stocks opened higher on Tuesday,  with beaten down shares offering bargains to investors and oil  producer stocks bolstered by crude oil prices breaking through  the \$50 a barrel mark.",Business,"['new', 'york', 'reuter', 'stock', 'open', 'higher', 'tuesday', 'beaten', 'share', 'offer', 'bargain', 'investor', 'oil', 'produc', 'stock', 'bolster', 'crude', 'oil', 'price', 'break', 'barrel', 'mark']",0
"NEW YORK (Reuters) - Telecommunications equipment maker  Motorola Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MOT.N target=/stocks/quickinfo/fullquote""&gt;MOT.N&lt;/A&gt; said on Tuesday that it would cut 1,000  jobs and take related charges of about \$50 million to focus on  its wireless business.",Business,"['new', 'york', 'reuter', 'telecommun', 'equip', 'maker', 'motorola', 'mot', 'tuesday', 'cut', 'job', 'relat', 'charg', 'million', 'focus', 'wireless', 'busi']",0
"Vehicle tool maker sees profit below forecasts amid high steel prices, soft demand in Europe. NEW YORK (Reuters) - Snap-on Inc., which makes vehicle-repair tools, said Tuesday its third-quarter and full-year",Business,"['vehicl', 'tool', 'maker', 'profit', 'forecast', 'amid', 'high', 'steel', 'price', 'soft', 'demand', 'europ', 'new', 'york', 'reuter', 'snap-on', 'make', 'vehicle-repair', 'tool', 'tuesday', 'third-quart', 'full-year']",0
"US economic growth is expected to slow in 2005 due to rising interest rates and high crude oil prices, according to a forecast of participants at a Federal Reserve Bank of Chicago conference released on Monday.",Business,"['econom', 'growth', 'expect', 'slow', 'rise', 'rate', 'high', 'crude', 'oil', 'price', 'accord', 'forecast', 'particip', 'feder', 'reserv', 'bank', 'chicago', 'confer', 'releas', 'monday']",0
"ATLANTA (Reuters) - Home improvement retailer Lowe's Cos.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=LOW.N target=/stocks/quickinfo/fullquote""&gt;LOW.N&lt;/A&gt; on Tuesday said it expects diluted earnings per share  to rise in both 2005 and 2006 as it benefits from increased  remodeling activity and home ownership.",Business,"['atlanta', 'reuter', 'home', 'improv', 'retail', 'low', 'cos', 'low', 'tuesday', 'expect', 'dilut', 'earn', 'share', 'rise', 'benefit', 'increas', 'remodel', 'activ', 'home', 'ownership']",0
"WASHINGTON (CBS.MW) - Standard  amp; Poor #39;s on Tuesday cut the debt rating of BellSouth and SBC Communications, citing stiff competition and potential problems in absorbing AT amp;T Wireless.",Business,"['washington', 'cbs.mw', 'standard', 'amp', 'poor', 'tuesday', 'cut', 'debt', 'rate', 'bellsouth', 'sbc', 'communic', 'cite', 'stiff', 'competit', 'potenti', 'problem', 'absorb', 'amp', 't', 'wireless']",0
A decision on labor relief may be the difference between survival and liquidation.,Business,"['decis', 'labor', 'relief', 'differ', 'surviv', 'liquid']",0
"AFP - US consumer confidence fell for the second straight month in September as the outlook for jobs deteriorated, the Conference Board said.",Business,"['consum', 'confid', 'fell', 'second', 'straight', 'month', 'septemb', 'outlook', 'job', 'deterior', 'confer', 'board']",0
"German-American automaker DaimlerChrysler and Canadian transportation company Bombardier have settled a dispute over the 2001 sale of railcar maker Adtranz, the companies said in statements Tuesday.",Business,"['german-american', 'automak', 'daimlerchrysl', 'canadian', 'transport', 'compani', 'bombardi', 'settl', 'disput', 'sale', 'railcar', 'maker', 'adtranz', 'compani', 'statement', 'tuesday']",0
"Bombardier Inc. (BBDb.TO: Quote, Profile, Research) and DaimlerChrysler AG (DCXGn.DE: Quote, Profile, Research) ended a three-year dispute over the Montreal company #39;s acquisition of train",Business,"['bombardi', 'bbdb.to', 'quot', 'profil', 'research', 'daimlerchrysl', 'ag', 'dcxgn.de', 'quot', 'profil', 'research', 'end', 'three-year', 'disput', 'montreal', 'compani', 'acquisit', 'train']",0
"NEW YORK (Reuters) - ConAgra Foods Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CAG.N target=/stocks/quickinfo/fullquote""&gt;CAG.N&lt;/A&gt; on Tuesday  said private equity firm Hicks, Muse, Tate   Furst Inc.  exercised its option to buy the company's minority stake in  Swift Foods, and that ConAgra received \$194 million in the  transaction.",Business,"['new', 'york', 'reuter', 'conagra', 'food', 'cag', 'tuesday', 'privat', 'equiti', 'firm', 'hick', 'muse', 'tate', 'furst', 'exercis', 'option', 'buy', 'compani', 'minor', 'stake', 'swift', 'food', 'conagra', 'receiv', 'million', 'transact']",0
A jury in federal court in Tennessee has ordered Medtronic Inc. to pay at least \$109 million to an inventor in a dispute over rights to spinal fusion technology.,Business,"['juri', 'feder', 'court', 'tennesse', 'order', 'medtron', 'pay', 'million', 'inventor', 'disput', 'right', 'spinal', 'fusion', 'technolog']",0
SEATTLE -- Amazon.com has filed three lawsuits in King County Superior Court against unidentified defendants who allegedly forged e-mails and Web sites to fool consumers into thinking they are doing business with the Internet retailer.,Business,"['seattl', 'amazon.com', 'file', 'lawsuit', 'king', 'counti', 'superior', 'court', 'unidentifi', 'defend', 'alleg', 'forg', 'e-mail', 'web', 'site', 'fool', 'consum', 'think', 'busi', 'internet', 'retail']",0
elta Air Lines said yesterday that it was cutting the pay of executives and other salaried workers by 10 percent and making other changes meant to help it avoid a bankruptcy filing.,Business,"['elta', 'air', 'line', 'yesterday', 'cut', 'pay', 'execut', 'salari', 'worker', 'percent', 'make', 'chang', 'meant', 'help', 'avoid', 'bankruptci', 'file']",0
"Wall Street, which forced Google, the Internet search engine, to sharply lower the price of its shares in its initial public offering in August, has decided that the company is worth a lot more today than it was then.",Business,"['wall', 'street', 'forc', 'googl', 'internet', 'search', 'engin', 'sharpli', 'lower', 'price', 'share', 'initi', 'public', 'offer', 'august', 'decid', 'compani', 'worth', 'lot', 'today']",0
"Rather than rapping knuckles after abuse is uncovered, chairman William H. Donaldson wants the SEC staff to work with and get to know Wall Street well enough to get the jump on problems before  investors lose money.",Business,"['rap', 'knuckl', 'abus', 'uncov', 'chairman', 'william', 'h', 'donaldson', 'want', 'sec', 'staff', 'work', 'know', 'wall', 'street', 'jump', 'problem', 'befor', 'investor', 'lose', 'money']",0
